smiles,name,drugname,description,drugbank_id,PubChem_CID
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,Heptabarbital,Heptabarbital,Heptabarbital is an intermediate or short term barbiturate used mainly for sedation and hypnosis.,DB01354,10518.0
CCC1(CC)C(=O)NCC(C)C1=O,Methyprylon,Methyprylon,"Methyprylon is a sedative of the piperidinedione derivative family that was previously used for the treatment of insomnia. However, with the introduction of newer drugs with fewer side effects, such as benzodiazepines, the clinical use of methyprylon is now limited. Methyprylon was withdrawn from the U.S. market in June 1965 and the Canadian market in September 1990 due to adverse events.",DB01107,4162.0
CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,Glutethimide,Glutethimide,Glutethimide is a hypnotic and sedative. Its use has been largely superseded by other drugs.,DB01437,3487.0
CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,Clotiazepam,Clotiazepam,"Clotiazepam is a thienodiazepine, not approved for sale in the U.S. or Canada, but has been approved in the U.K. It is a schedule IV drug in Canada.",DB01559,2811.0
CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl,Etizolam,Etizolam,"Etizolam is a thienodiazepine which is chemically related to benzodiazepine (BDZ) drug class; it differs from BDZs in having a benzene ring replaced with a thiophene ring. It is an agonist at GABA-A receptors and possesses amnesic, anxiolytic, anticonvulsant, hypnotic, sedative and skeletal muscle relaxant properties. Initially introduced in 1983 in Japan as treatment for neurological conditions such as anxiety and sleep disorders, etizolam is marketed in Japan, Italy and India. It is not approved for use by FDA in the US; however it remains unscheduled in several states and is legal for research purposes.",DB09166,3307.0
CCC1=CC=C(C=C1)C(=O)C(C)CN1CCCCC1,Eperisone,Eperisone,"Eperisone is an antispasmodic drug which relaxes both skeletal muscles and vascular smooth muscles, and demonstrates a variety of effects such as reduction of myotonia, improvement of circulation, and suppression of the pain reflex. It is not approved for use in the United States, but is available in other countries like India, South Korea, and Bangladesh.",DB08992,3236.0
CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1,Tofisopam,Tofisopam,"Tofisopam (marketed under brand names Emandaxin and Grandaxin) is a 2,3-benzodiazepine drug which is a benzodiazepine derivative. In contrast to classical 1,4-benzodiazepines, the compound does not bind to the benzodiazepine binding site of the gamma-aminobutyric acid receptor and its psychopharmacological profile differs from such compounds. Although Tofisopam is not approved for sale in North America, it is approved for use in various countries worldwide, including parts of Europe. The D-enantiomer ([dextofisopam]) is currently in phase II trials in the U.S. for the treatment of irritable bowel syndrome.",DB08811,5502.0
CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,Quinethazone,Quinethazone,"Quinethazone, marketed as Hydromox, is a thiazide diuretic indicated for hypertension. Patients may experience adverse reactions such as dizziness, dry mouth, nausea, and hypokalemia.",DB01325,6307.0
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,Thiamylal,Thiamylal,"A barbiturate that is administered intravenously for the production of complete anesthesia of short duration, for the induction of general anesthesia, or for inducing a hypnotic state. (From Martindale, The Extra Pharmacopoeia, 30th ed, p919)",DB01154,3032285.0
CCCCC(C)(C)[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(=O)OC,Gemeprost,Gemeprost,Gemeprost is a prostaglandin E1 (PGE1) analog and antiprogestogen used for preoperative dilation of the cervix before surgical abortion. It is available as vaginal suppositories and also used in combination with the antiprogestin and mifepristone for termination of 1st- and 2nd-trimester pregnancy. It is not FDA-approved but available in Japan marketed as Preglandin.,DB08964,5282237.0
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,Hexetidine,Hexetidine,A bactericidal and fungicidal antiseptic. It is used as a 0.1% mouthwash for local infections and oral hygiene.,DB08958,3607.0
CCCCC1(CC)C(=O)NC(=O)NC1=O,Butobarbital,Butethal,Butobarbital is a sedative and a hypnotic drug.,DB01353,6473.0
CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,Fimasartan,Fimasartan,"Fimasartan is an angiotensin II receptor antagonist (ARB) drug employed in the treatment of both hypertension and heart failure. It has been found to be safe when administered with hydrochlorothiazide (a diuretic) in clinical trials. Fimasartan was initially approved September 9th, 2010 in South Korea and is marketed under the brand name Kanarb by Boryung Pharmaceuticals.",DB09279,9870652.0
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,Oxyphenbutazone,Oxyphenbutazone,Oxyphenbutazone was withdrawn from the Canadian market in March 1985 due to concerns regarding bone marrow suppression.,DB03585,4641.0
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CCCCCC)=CC=C4[C@H]3CC[C@]12C,Estradiol dienanthate,Estradiol dienanthate,"Estradiol Dienanthate is a pro-drug ester of [DB00783], a naturally occurring hormone that circulates endogenously within the human body. Estradiol is the most potent form of all mammalian estrogenic steroids and acts as the major female sex hormone. As a pro-drug of estradiol, estradiol benzoate therefore has the same downstream effects within the body through binding to the Estrogen Receptor (ER) including ERα and ERβ subtypes, which are located in various tissues including in the breasts, uterus, ovaries, skin, prostate, bone, fat, and brain.  Estradiol is commonly produced with an ester side-chain as endogenous estradiol has very low oral bioavailability on its own (2-10%). First-pass metabolism by the gut and the liver quickly degrades the estradiol molecule before it gets a chance to enter systemic circulation and exert its estrogenic effects. Esterification of estradiol aims to improves absorption and bioavailability after oral administration (such as with Estradiol valerate) or to sustain release from depot intramuscular injections (such as with Estradiol Cypionate) through improved lipophilicity. Following absorption, the esters are cleaved, resulting in the release of endogenous estradiol, or 17β-estradiol. Ester pro-drugs of estradiol are therefore considered to be bioidentical forms of estrogen.  Estradiol dienanthate is not currently available in any commercially available products in Canada or the US.",DB13955,
CCCCCCC1=C(O)C=C(O)C=C1,Hexylresorcinol,Hexylresorcinol,"Hexylresorcinol is a substituted dihydroxybenzene. It exhibits antiseptic, anthelmintic, and local anesthetic properties. It can be found in topical applications for minor skin infections and in oral solutions or throat lozenges for pain relief and first aid antiseptic.  The compound may also be used commonly in various commercial cosmetic anti-aging creams while ongoing studies research the possibility of using hexylresorcinol as an anti-cancer therapy - indications all of which require further study and testing at the current moment.",DB11254,3610.0
CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,Nonoxynol-9,Nonaethylene glycol nonylphenyl ether,"Nonoxynol-9 (N-9) is a typical surfactant used as a vaginal spermicide. Spermicides are locally acting non-hormonal contraceptives. When present in the vagina during intercourse, they immobilize/inactivate/damage and/or kill sperms without eliciting systemic effects. N-9 has been in use for more than 30 years as an over-the-counter (OTC) drug in creams, gels, foams and condom lubricants. It is the most commonly used spermicidal contraceptive in the UK and the USA. In several European countries, spermicides are no longer on the market.",DB06804,72385.0
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Testosterone undecanoate,Testosterone Undecanoate,"Testosterone undecanoate is the ester prodrug of [testosterone] and has a mid-chain fatty acid at the carbon 17β position. It was developed via fatty acid esterification of testosterone in order to achieve orally administer testosterone. There are oral and intramuscular formulations available for testosterone undecanoate: both formulations are indicated for testosterone replacement therapy in adult males with hypogonadism.   Testosterone is a critical male hormone that is responsible for the normal growth and development of the male sex organs and for the maintenance of secondary sex characteristics. Male hypogonadism, resulting from insufficient testosterone secretion, can result symptoms and signs of testosterone deficiency, such as decreased libido, erectile dysfunction, and loss of muscle and bone mass. Testosterone replacement therapy aims to restore the levels of testosterone, thereby improving symptoms and signs of testosterone deficiency.",DB13946,
CCCCCCCCCCCCCCCC(O)=O,Palmitic Acid,Palmitic Acid,"A common saturated fatty acid found in fats and waxes including olive oil, palm oil, and body lipids.",DB03796,985.0
CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1,Dabigatran etexilate,Dabigatran Etexilate,"Dabigatran etexilate is an oral prodrug that is hydrolyzed to the competitive and reversible direct thrombin inhibitor [dabigatran]. Dabigatran etexilate may be used to decrease the risk of venous thromboembolic events in patients in whom anticoagulation therapy is indicated. In contrast to warfarin, because its anticoagulant effects are predictable, lab monitoring is not necessary. Dabigatran etexilate was approved by the FDA in 2010.",DB06695,6445226.0
CCCCOC(=O)C1=CC=C(N)C=C1,Butamben,Butyl 4-aminobenzoate,"Butamben is a local anesthetic in the form of n-butyl-p-aminobenzoate. Its structure corresponds to the standard molecule of a hydrophilic and hydrophobic domain separated by an intermediate ester found in most of the local anesthetics. Due to its very low water solubility, butamben is considered to be suitable only for topical anesthesia. The FDA removed all parenteral butamben products from the market, possibly due to the poor solubility of this drug.",DB11148,2482.0
CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1,Dyclonine,Dyclonine,"Dyclonine is an oral anaesthetic found in Sucrets, an over the counter throat lozenge. It may also be found in some Cepacol sore throat spray products.",DB00645,3180.0
CCCCOC1=CC=C(CC(=O)NO)C=C1,Bufexamac,Bufexamac,"Bufexamac is a non-steroidal anti-inflammatory drug (NSAID) under the market name Droxaryl, Malipuran, Paraderm and Parfenac. It is typically administered topically for the treatment of subacute and chronic eczema of the skin, including atopic eczema and other inflammatory dermatoses, as well as sunburn and other minor burns, and itching. It has also been used in suppositories in combination with local anaesthetics indicated for haemorrhoids. The use of bufexamac has been discontinued in Canada and the United States, which may be due to undetermined clinical efficacy and a high prevalence of contact sensitization. Bufexamac was also withdrawn by the EMA in April 2010.",DB13346,2466.0
CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,Pramocaine,Pramoxine,"Pramocaine (also known as pramoxine or pramoxine HCI) is a topical anesthetic and antipruritic. It is used for many dermatological and anorectal/anogenital conditions including minor cuts/burns, insect bites, hives/rashes due to poison ivy exposure, hemorrhoids and other anorectal/anogenital disorders.  Pramocaine is available by itself and in combination with other medications in various topical preparations. It works by preventing ionic fluctuations needed for neuron membrane depolarization and action potential propagation.",DB09345,4886.0
CCCCSC1=CC=C(C=C1)C(SCCN(C)C)C1=CC=CC=C1,Captodiame,Captodiame,"Captodiame, also known as captodiamine, is an antihistamine which is used as a sedative and anxiolytic. It is a derivative of diphenhydramine. Captodiame has been suggested for use in preventing benzodiazepine withdrawal syndrome.",DB09014,10240.0
CCCC[C@H](C)C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(O)=O,Limaprost,Limaprost,"Limaprost (as Limaprost alfadex; CAS number 88852-12-4) is an oral prostaglandin E1 analog. Prostaglandins act on a variety of cells such as vascular smooth muscle cells causing constriction or dilation, on platelets causing aggregation or disaggregation and on spinal neurons causing pain. Prostaglandins have a wide variety of actions, including, but not limited to muscular constriction and mediation of inflammation. Limaprost alfadex has been shown to improve peripheral circulatory failure with a vasodilator action and an antithrombotic effect. It also improves poor blood flow in the nerve tissue in cervical spondylosis and normalizes nerve function. Limaprost alfadex was discovered from collaborative research between Ono Pharmaceutical (Ono) and Dainippon Sumitomo Pharma (DSP). It was approved for the treatment of ischemic symptoms such as skin ulcer, pain and coldness accompanying thromboangiitis obliterans in 1988; and for the treatment of subjective symptoms such as pain and numbness in the lower leg and walking disability associated with acquired lumbar spinal canal stenosis as an additional indication in 2001. The drug has been sold under the trade name of Opalmon? Tablets by Ono and Prorenal? Tablets by DSP. In 2011, Ono and DSP initiated Phase II clinical trials in Japan for the treatment of carpal tunnel syndrome. In 2013, these trials were discontinued because the study failed to demonstrate efficacy. Ono and DSP also discontinued the development of limaprost alfadex for the additional indication of cervical spondylosis in 2008 due to the failure to demonstrate the anticipated efficacy in a Phase II study in patients with the disease. However, it was verified by Seoul National University Hospital in November of 2014 that the study on the efficacy of oral limaprost alfadex after surgery for cervical myelopathy was still ongoing.",DB09211,6438378.0
CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,Butylscopolamine,Butylscopolamine,"Butylscopolamine is a peripherally acting antimuscarinic, anticholinergic agent. It is used to treat pain and discomfort caused by abdominal cramps, menstrual cramps, or other spasmodic activity in the digestive system. It is also effective at preventing bladder spasms. It is not a pain medication in the normal sense, since it does not directly affect pain, but rather works to prevent painful cramps and spasms from occurring. It is on the WHO Model List of Essential Medicines, the most important medications needed in a basic health system.",DB09300,6852391.0
CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,Propiverine,Propiverine,"Propiverine is a widely used antimuscarinic drug with a mixed mode of action in the treatment of symptoms associated with overactive bladder (OAB).  Overactive bladder (OAB) is a chronic condition of the lower urinary tract characterized by urinary urgency, increased frequency of urination, and nocturia (frequent waking during the night to urinate). OAB has a negative impact on quality of life and may lead to leakage and inconvenient urinary accidents,. Overactive bladder syndrome affects millions of elderly individuals in the United States and shows equal prevalence in men and women. The impact of OAB on quality of life is sometimes devastating, especially to elderly patients with other medical conditions.  Propiverine hydrochloride is a bladder detrusor muscle relaxant drug with dual antimuscarinic and calcium-modulating properties for the treatment of OAB.",DB12278,4942.0
